offset_deg,e_day_Wh
-22,1508.4046383615594
-21,1513.9371857331828
-20,1519.2275641137883
-19,1524.2769119428099
-18,1529.0863779517765
-17,1533.767468408645
-16,1538.7973843755608
-15,1543.9805664320238
-14,1548.8570154852866
-13,1553.427976215436
-12,1557.6946779363093
-11,1561.6583310485626
-10,1565.3201796003489
-9,1568.6816695560296
-8,1572.1059357785866
-7,1582.8802361298294
-6,1593.2847351619894
-5,1603.3027936573008
-4,1612.9230180759403
-3,1622.1371678252772
-2,1630.9390663258748
-1,1639.3239766166348
0,1647.2903368614477
1,1655.0116808973276
2,1662.3303167211584
3,1669.244401392757
4,1675.7525353345331
5,1681.9064640265913
6,1687.7129722861278
7,1693.1129198553265
8,1698.1061103647603
9,1702.6925721713908
10,1706.8725359610974
11,1710.646415750541
12,1713.5053799452676
13,1716.205790907433
14,1719.1181538964563
15,1721.7836853921222
16,1724.149869191499
17,1726.217746225721
18,1727.988483581093
19,1729.463366753598
20,1730.643792421522
21,1731.5312616657616
22,1732.1273735820894
