deg,E_kWh
-24,1.904627159969363
-22,1.9204072731710644
-20,1.9366149036179168
-18,1.9527873399129814
-16,1.9678113185121915
-14,1.981458887696409
-12,1.9937450332458238
-10,2.0046857896520973
-8,2.014331803743548
-6,2.0291099117930953
-4,2.047861753510867
-2,2.0648393132093665
0,2.079966130888461
2,2.0932247607379693
4,2.104965974090458
6,2.115055505442087
8,2.123483468642473
10,2.13024146689691
12,2.135462894587264
14,2.1397602518428713
16,2.1436115429655285
18,2.1460781851445563
20,2.1471553665092684
22,2.146838184377676
24,2.14444830899686
